TagId,DisplayName,UrlKeyword,Description
3175f149-4374-4500-a295-f4b31b5c9967,email,email,"Email is a system of file formats and network protocols used to transfer human-to-human messages over the Internet. Technologies include SMTP, POP, IMAP, and MIME."
3199ddb0-9800-4065-a3ea-b346db4fff93,win32,win32,
32a047c3-411b-4aa0-b289-88223ac7c6ca,spark-core,spark-core,
32c20e1f-545a-4a76-86a0-5487526a48c0,200-120,200-120,Cisco's 200-120 exam is the CCNA Composite Exam. Passing this exam awards you the CCNA Routing and Switching certification.
32fa6f61-ce6b-4735-acaf-bd1dc86bccc9,functional-programming,functional-programming,
33321ab5-5e06-49e8-a6ef-b8d7f78cbe4a,admin,admin,Courses relevant to IT Professionals (administrators).
3337624f-bdd9-4b05-85da-00d7a09ed3fa,directory-services,directory-services,Active Directory Domain Services (AD DS) is a server role on Windows Server operating systems that enables the management of users and resources.
33c4c5ed-6ad3-4f43-87d3-cdcce3e1ccf2,exchange-server-2013,exchange-server-2013,Exchange Server is an email server developed by Microsoft.  This tag is associated with courses that focus on the 2013 version of the product.
34137406-d47f-4176-85e0-30bf83aa6653,modeling,modeling,
34e2e300-15c0-488f-a546-8bbf07ff516b,csom,csom,
35010a25-a9cf-4b34-a086-06f8790e5c7b,openstack,openstack,
353b19d4-7cdc-45b6-8dab-92b9cc98101c,atlassian,atlassian,
35473432-36ed-45d6-bd10-437b169a6bd8,dmv,dmv,
36059dbf-6a3a-4c11-b879-33015c1efcf9,sharepoint-server-2010,sharepoint-server-2010,SharePoint Server 2010 is a collaboration software solution developed by Microsoft. This tag encompasses both development and administration topics related to the 2010 release.
360d08ff-9966-4d18-8716-e6f10af1e681,70-410,70-410,Microsoft's 70-410 Installing and Configuring Windows Server 2012 exam. It is 1 of 3 exam required for the MCSA: Windows Server 2012. It is also a requirement for numerous MCSE certifications.
3644b533-c757-495d-af3b-9ffac93b4cd9,3d,3d,"The three dimensions of width, height, and depth can be used to create virtual reality scenes and interactive video games."
36536579-a1cb-456e-8ba7-5122a3a913c9,400-101,400-101,Cisco's 400-101 is the CCIE Routing and Switching Written Exam focused on your ability to configure and troubleshoot complex enterprise network infrastructure.
367eb03a-eaba-463e-816e-569b6369e717,web-mapping,web-mapping,
368f5c8b-5293-4b1c-a214-b9bd9d4917d7,70-432,70-432,"Microsoft's 70-432 Microsoft SQL Server 2008, Implementation and Maintenance exam. Passing this exam give you credit towards the MCSA: SQL Server 2008."
36aaba28-eba3-44ef-bf88-b66a8d15f049,networking,networking,Networking is the practice of connecting two or more devices together using  shared protocols and wired or wireless technologies in order to communicate and share computing resources or data.
36c730f7-b3ab-4c8c-95e7-3f9bf0cfb5c8,windows-server-2003,windows-server-2003,"Windows Server is Microsoft's enterprise operating system focused on providing enterprise-class datacenter, hybrid cloud solutions, virtualization, management, storage, networking, VDI, remote access, web, and more.  This tag is associated with courses that specifically focus on Windows Server 2003."
374f71a0-0543-444a-8c0a-dddb5f4d9997,expressionengine,expressionengine,
37abad40-3b73-4737-b36f-5fadf0cf034f,640-461,640-461,Cisco's 640-461 Introducing Cisco Voice and Unified Communications Administration (ICOMM) exam. Passing this exam gives you the Cisco CCNA Voice certification (assuming you possess the appropriate pre-requisites.) This exam is also 1 of two exams required for the Cisco CCNA Video certification.
382d52b6-5438-46ae-8d70-674fb8a04c3d,less,less,"Less is a CSS pre-processor adding features to CSS that allow you to make CSS that is more maintainable, themable and extendable."
38a1cc46-c264-4ea0-ad16-fa10f6e616d4,iis,iis,Internet Information Services (IIS) is an extensible web server from Microsoft that runs on Microsoft Windows operating systems.
38b4fde2-d9a1-4104-a9f0-1700c79b1f1a,bdc,bdc,
38de1469-70a8-428f-b24e-4206eb9f1dab,collaboration,collaboration,This tag is associated with courses covering collaboration software and tools.
38f5f23b-298c-4843-8b4c-ef4ff8cd9c21,ccie,ccie,The Cisco Certified Internetwork Expert (CCIE) is an expert level certification for network engineers focused on networking with Cisco hardware and IOS.
3902ec86-ea82-4437-a78c-6af145b9d004,dynamic-data,dynamic-data,
3931f09c-7be2-4d0e-a546-e897d4308ad9,sketchflow,sketchflow,
39430a9f-bba4-4040-8837-5c8722661e2b,biztalk,biztalk,BizTalk Server is a business connectivity and integration solution from Microsoft.
39acc848-e193-4496-9ea8-42868a638c14,sccm-2012,sccm-2012,
39d8126e-0574-4141-8b96-43589a8e530a,swing,swing,"Swing, part of Oracle�s Java Foundation Classes, is the primary user interface toolkit for Java applications."
39ec707e-3e59-40eb-b09e-f123c26b225f,cloud,cloud,"Cloud is an operations and deployment strategy for storing data, applications, and computing resources on networked servers. Client applications interact with the cloud instead of storing data or running calculations locally."
3a0e3e7e-c6d0-4605-912d-552d2e74bb99,adk,adk,
3a23d616-0806-4245-ba3a-ca035b7b2b14,cinder,cinder,
3a38eea9-f0c5-44ce-a60f-ceddb3c7341e,issue,issue,
3a5b5b8b-db15-4fdc-8ccd-9c0d8c4adf06,messaging,messaging,
3a616b98-ee39-4f16-84aa-e591bdb30efb,hardware,hardware,"Hardware is the physical electronic equipment used to run computer programs. Silicon, metal, and chemicals combine to make CPUs, memory, and networking devices. Includes desktop, mobile, server, and appliances."
3a728608-1b77-4f0e-bb22-5bd4bff5c45c,dcom,dcom,
3a73f4b0-b893-4f7f-a805-dbc7958a960c,jitjea,jitjea,
3aaac5ea-db92-492e-a088-34dedd1f004c,fody,fody,
3b6fad3a-a440-400d-92c4-ad70340a2491,games,games,"Games are recreational software applications on desktop, web, and mobile devices."
3b744261-4dd5-4edf-b078-f02930aa54cb,visual-basic-applications,visual-basic-applications,
3bbb6f0b-9419-49b3-aa2b-d835ca6522f4,ws-metadataexchange,ws-metadataexchange,A web service standard that defines how metadata can be expressed as web resources and how it can be retrieved.
3bd494ce-a986-4bee-ab86-4a0e2cee46ef,saas,saas,Software as a Service (SaaS) is a business model in which applications are hosted by vendors and access is provided to customers via the internet and sold on a reoccurring billing schedule.
3bdbcecc-5a48-44a0-916d-b1d2610fda1a,asp.net-mvc-5,"asp.net-mvc-5,aspdotnet-mvc-5",ASP.NET MVC is Microsoft's implementation of the Model-View-Controller (MVC) architectural pattern in the context of web application development within the ASP.NET framework.  This tag is associated with courses that specifically focus on version 5.
3bf08928-adc4-4561-a5e8-5e4927a01ec5,workflow,workflow,
3c072ac7-39c9-4194-a713-8b51e6627eee,development-environments,development-environments,
3c6c1464-4546-47e2-9835-f0be1f56c693,streaminsight,streaminsight,
3c7b9a7f-384b-419d-849a-c03483a362d0,php,php,"PHP is a dynamic, memory managed scripting language used to write web applications. It is often berated but continually used for projects large and small. Its use on high traffic websites through the years has resulted in continual and significant performance improvements."
3ca4477c-dd90-450e-bc34-c11780f5343f,microsoft-office-2010,microsoft-office-2010,"Microsoft Office is a suite of applications focused on business user's technical needs including word processing, spreadsheets, slide based presentations and collaboration. This tag is associated with courses that specifically focus on Microsoft Office 2010."
3cadfd01-48a6-4371-82b0-d95c6da53f86,querying,querying,Unneeded tag
3ccdce5c-6a77-4a7c-8654-1730b6f8cb7b,text-editor,text-editor,"A text editor is an application for editing documents consisting of words and letters. Most commonly, this task revolves around editing computer program code. Popular professional-level text editors are Vim, Emacs, and Sublime Text."
3d5f40c2-6a20-4356-99d4-cab645d635aa,selenese,selenese,
3d79611e-41be-4697-9179-2e7acc463f00,jpa,jpa,
3db879e4-092e-479b-9b40-8b062a39d971,sy0-401,sy0-401,
3dc5363a-0cc9-4479-bbea-f2e8081d4cdf,wds,wds,
3dc8c698-c19d-4610-8e61-22fe73851956,ux-design,"ux-design,ux-design2","UX Design is the process of creating application interfaces and workflows in order to help end users accomplish tasks with that software. UX design involves discussions, brainstorming, research, and observation in order to create interfaces that are both user friendly and sufficiently powerful for the people who will use the software."
3dd335fd-1da7-4d21-a4e8-f5ecf194950c,640-822,640-822,"Cisco's 640-822 Interconnecting Cisco Networking Devices Part 1 (ICND1) exam. Passing this exam will give you the CCENT certification and gives you credit towards the CCNA Routing and Switching Certification. This exam has been retired (Last day to test: September 30, 2013) and replaced by the 100-101 ICND1 exam."
3e095297-b6e4-40be-a3fd-b457b1613e0d,xenapp-6.5,xenapp-6.5,
3e4a47a6-0088-47b8-8646-d3d566364db7,156-215.75,156-215.75,
3efd97ef-011c-4313-b231-528ea4ad899a,mapreduce,mapreduce,
3f35d752-9a17-45a1-af09-d71bf79cb9cf,icenium,icenium,
3f3dae09-344d-4583-a701-36189e4ecf91,orleans,orleans,
3feac0b3-d2ee-4175-96a4-be4ff418d77f,oracle,oracle,Oracle is used for courses focused on relational database management (RDBMS) products and tools offered by Oracle Corporation.
40031ec7-9627-42fd-ab08-de42d887762b,microsoft-office-2013,microsoft-office-2013,"Microsoft Office is a suite of applications focused on business user's technical needs including word processing, spreadsheets, slide based presentations and collaboration. This tag is associated with courses that specifically focus on Microsoft Office 2013."
4023e00e-c8ad-4dff-b062-803e586bb465,sql-skills,sql-skills,SQL Skills is a training and consulting training company that has partnered up with Pluralsight focused on SQL content.
406460f5-4a39-4319-93e8-3a09b374b7e3,wpf-4,wpf-4,
406d6682-5429-42eb-8e68-bbeb85936ae6,msbuild,msbuild,
4085b4e8-3830-491f-bfaa-bd5cdf497e16,d3.js,"d3.js,d3-js",
4087f186-11dc-44f0-ad91-7e6442c454da,machine-learning,machine-learning,
40891a70-c32c-4f7f-9f39-39a40eeb246d,internationalization,internationalization,
4092b390-24ec-4c34-9346-10f33713694d,sql-server-2014,sql-server-2014,
40fd44ef-6c3f-4a09-a635-46050b494a24,check-point,check-point,
414c0200-bc9c-4d8d-81ac-b4eec7e3389e,twitter,twitter,Twitter is a social networking site where users post text messages not longer than 140 characters. Members can follow other members in order to see a list of all messages posted by that selected set of members.
41b5d549-284b-4e30-a182-acedf866ee63,web,web,"Web encompasses documents and applications that can be viewed in a web browser. It includes both server, client, and networking between them."
41e69a11-5b77-4322-bf42-ab525e51c13d,usmt,usmt,
41ff4b8f-583c-4cd6-9186-846cdadebca4,play by play,"play by play,play-by-play",Play by Play is a series of live design and development sessions. Experts are given a task to solve in about 2 hours as they describe their thought processes and personal workflow.
420f5309-2abc-40fc-a613-10e0a4af6a0a,windows-server,windows-server,"Windows Server is Microsoft's enterprise operating system focused on providing enterprise-class datacenter, hybrid cloud solutions, virtualization, management, storage, networking, VDI, remote access, web, and more."
42803ab8-42a6-4ca8-8bcb-a667a4d2a7b5,mobility,mobility,
429b2cc7-c644-4772-9e5d-082f02cb9ff1,http-header,http-header,
42fa1163-4318-440b-995f-33c1cb688efe,sk0-003,sk0-003,CompTIA's SK0-003 exam. Passing this exam awards you the CompTIA Server+ certification.
4368d7ce-3ff9-4203-8696-cfa57eac9acc,xendesktop-4,xendesktop-4,XenDesktop is a suite of tools from Citrix that provides desktop virtualization for the enterprise. This tag is associated with courses that focus on version 4 of the product.
438871b4-4d7a-47ef-bb51-5344d460aff1,server,server,"Server courses focus on installation, configuration, and management of components of the server infrastructure."
43f428b4-8708-4b3e-8152-ca131bde01a2,vcloud-automation-center,"vcloud-automation-center,vcac","vCloud Automation Center is a unified cloud management tool that allows you to provision storage, network and compute resources."
4449d39a-580f-473c-ac4f-3cd5ea513571,modern-ui,modern-ui,
44a81926-5d6f-406e-80fd-d13be233486b,sql-injection,sql-injection,SQL Injection is a web application security vulnerability where an attacker includes SQL query code along with form data in an attempt to execute database code on a server or retrieve unauthorized data.
44ea2553-3a60-42a1-8782-1aca52a09453,consistency-check,consistency-check,
450207f2-6577-4685-a68c-bb8cb4372cba,sphero,sphero,
4516e884-5623-4471-83e6-41215643a47e,add-as-link,add-as-link,
4524cc93-6aaa-4cdb-903e-e4f47715d7c3,xenapp-6,xenapp-6,XenApp is a suite of tools from Citrix that provides application virtualization for the enterprise. This tag is associated with courses that focus on version 6 of the product.
4553d616-efdd-4c7d-9c76-900802678a38,windows-runtime,windows-runtime,"The Windows Runtime (WinRT) is an application platform from Microsoft that supports sandboxed execution of applications that target the Windows 8 operating system.  WinRT components and applications can be developed using C++/CX, C#, VB.NET, JavaScript and TypeScript."
45ec1f95-1290-4ea3-b1d7-8ef96cc56eee,70-411,70-411,Microsoft's 70-411 Administering Windows Server 2012 exam. It is 1 of 3 exam required for the MCSA: Windows Server 2012. It is also a requirement for numerous MCSE certifications.
45ed3077-460e-4ac1-a53d-810d4206e976,hadoop,hadoop,Hadoop is a data storage and processing framework administered by the Apache Foundation. It was designed to store large amounts of data on many machines and operate on that data using the MapReduce pattern.
46148b4c-653a-4c0c-a12f-eb78fe2c3187,quintus,quintus,Quintus is a JavaScript-based game development platform.
4649a359-5685-423e-8d30-6a4be9417105,requirements-analysis,requirements-analysis,
467f237a-dd10-4ed1-ba81-22748a23098b,regex,regex,
46813868-d8cc-4b21-bcc0-4fc9c7e6d9a4,jk0-018,jk0-018,CompTIA's JK0-018 exam. This exam is for CompTIA Academy Partners only. Passing this exam awards you the CompTIA Security+ certification.
468753a0-3e7b-400c-8398-54319089fb7d,640-722,640-722,Cisco's 640-722 Implementing Cisco Unified Wireless Networking Essentials (IUWNE) exam. Passing this exam gives you the Cisco CCNA Wireless certification (assuming you possess the appropriate pre-requisites.)
4698f3d6-d594-4525-92e3-8e4389cb88c3,small-business,small-business,
46dac671-ae86-4d9a-8cd8-51edd123e927,home-automation,home-automation,"Home automation refers to hardware and software used to control light switches, power outlets, thermostats, and other systems in residential and commercial buildings."
47050d27-d056-4918-88a3-0292fc8bc36d,embedded-programming,embedded-programming,
4726bdd0-01ac-4288-b270-207c0f79e9fe,powershell-v2,powershell-v2,Windows PowerShell is a scripting framework created to offer increased task automation and configuration management to administrative tasks. This tag is associated with courses that specifically focus on version 2 of PowerShell.
479d65c9-1950-4cba-85ab-973a95027341,mvvc,mvvc,
47f619b8-5db4-4c54-8e72-5016170f2106,wf-4,wf-4,
48038e0f-6985-48a3-9388-401c0ab74c74,vmware-data-recovery,vmware-data-recovery,
4815c119-068b-473d-9992-7dee7f7f2eb3,device-detection,device-detection,
483f4083-84b7-48a0-85c8-ccebf7733087,esx,esx,
48d45f8c-46c3-4e85-bd37-61e7e6908f23,wp7,wp7,
48f18f03-1cc5-467b-9e6f-c1c8744a50ca,version-one,version-one,
49183091-2925-4813-8216-8aaafc3f55bb,mse,mse,
4940dc89-a82f-4e27-8694-e92dcddbdc9e,vcloud-director,vcloud-director,vCloud Director is a cloud computing management tool for private and hybrid clouds from VMware.
4a52a178-03a8-4e06-969c-0b9a2f8a0db9,nexus-1000v,nexus-1000v,Cisco Nexus switches are designed for data center networking. This tag pertains to the Cisco Nexus 1000v Switch which is a software switch for integration with server hypervisors.
4afa6616-3b12-497c-b0e0-b3210cf6f3cb,ubuntu-14,ubuntu-14,
4b2a7b46-dde3-41dd-99d7-17d1dbe9fe2d,nunit,nunit,
4b352bc0-55c1-4466-a913-ca80b0c7e8c0,cryptography,cryptography,Cryptography is a technique to secure information and communications through encryption and decryption of data.
4b37eb77-85d2-4901-81fd-a57aa011f4c4,.net-4.5,.net-4.5,
4b39c732-e17a-4460-b7ed-605dde1b7377,ccna-security,ccna-security,The Cisco Certified Network Associate (CCNA) certification is for entry-level network engineers focused on networking fundamentals with Cisco hardware and IOS. This tag is associated with courses that focus on the CCNA Security certification and exams.
4b9011ee-6836-490f-8d95-477d5409bc1a,appfabric,appfabric,
4bc44a69-bbec-4de2-857d-0a75e2e76713,junit,junit,
4c701382-aebd-4d3c-aab5-8f0c8a8253f1,site-recovery-manager,site-recovery-manager,Site Recovery Manager (SRM) is disaster recovery management tool for from VMware.
4c8e7cd4-6847-4f67-997d-8fbc3b35e7ef,comptia-ceu-casp,comptia-ceu-casp,
4c9ce2c8-f645-44ab-a35b-8bc55a01024e,github,github,
4c9e7887-f82b-4871-aaca-e898ff8e7576,jersey,jersey,
4ccf474b-dfec-4daf-bb3e-bba2396a6011,98-376,98-376,Needs to be updated to 98-367 Description: Microsoft's 98-367 Security Fundamentals exam. Passing this exam awards you the MTA: Security Fundamentals certification.
4cfa1250-76cb-409a-b21e-3ac9f80a5143,mockito,mockito,
4d00e3bc-9c7a-40b5-95dc-400865a7ca61,asp.net-4,asp.net-4,ASP.NET is a general purpose web application framework from Microsoft for the .NET platform that supports the development of dynamic web sites and service endpoints.   This tag is associated with courses that focus on version 4.
4d0c3a3c-9740-448c-b558-b5d1852decd5,webgl,webgl,
4d894a81-16af-4329-8b7b-0a778c30c8cd,brightstardb,brightstardb,
4d8a8df3-6805-46cc-a6f4-b2db00d90a2d,ws-policy,ws-policy,A web service standard that defines a framework for describing assertions for various ws-* extensions.
4d8faa7d-83fe-4d5a-a94a-290467c51560,sccm,"sccm,configmgr",System Center Configuration Manager (SCCM) or ConfigMgr is a cross platform systems management tool from Microsoft. It is part of the System Center suite of tools.
4d9ba301-0219-4a3f-8217-eba0a90ea0f1,tips,tips,
4dae3243-3ead-4151-8201-d3bb021a9ff8,xenapp,xenapp,XenApp is a suite of tools from Citrix that provides application virtualization for the enterprise.
4db2cf01-588f-4636-aa79-af61acda5129,rhcsa,rhcsa,
4db5cb43-3447-4a39-aba4-64be6b04c76d,kanban,kanban,
4dd9a48b-8cd1-4f1b-9b18-08f39c6dc27c,backup-replication,backup-replication,
4de91aaa-962e-49d0-8cab-191d3aacc8f2,iscsi,iscsi,
4dfb6b5e-8200-49e9-b48a-14e476110fcb,mb0-001,mb0-001,CompTIA's MB0-001 exam. Passing this exam awards you the CompTIA Mobility+ certification.
4e149598-c407-47d3-ab46-fb215386ff5d,project-server,project-server,
4ec93531-c676-4c48-a062-d46453f7068d,html-5,html-5,
4edfa7df-cdad-4330-bb6a-2efbb63db48c,silverlight-5,silverlight-5,
4ee5acaa-5629-4248-b66c-41ffa7cd420f,security,security,"This tag is used for courses on application and network security, covering practices, technologies, certifications and administration practices designed to prevent the unauthorized use of network-accessible systems."
4efcd837-4ea4-4aae-99f2-f3f24d2983f8,viewstate,viewstate,
4f18ce0d-bb53-4fd4-9d9a-96c50f4d81cd,lpic-1,lpic-1,
4f6e320e-c99c-46dc-a7ef-020849fcb4b0,grunt.js,grunt.js,
4fc2f036-2815-40a3-baf3-b1d52d49d958,agile,agile,Agile is a project management workflow for building software using short periods of work and frequent feedback.
4fc43f60-94e3-4859-ab36-1450d7e97516,game-programming,game-programming,"Game Programming is the creation of executable code for animated, graphical entertainment systems."
508137e9-40bb-4ecb-881a-459738d3c731,mercurial,mercurial,
512821c7-52b0-43d7-be14-a401b48bf01a,comptia-ceu-cloud,comptia-ceu-cloud,
516b9d98-6c16-40b3-ac57-be620019bfec,microsoft,microsoft,"Developer and IT Pro courses explaining technologies built by Microsoft. These include .NET, SQL Server, SharePoint, Windows 8, and much more."
51cea256-9661-4c4b-b692-cf06d1b75d00,lightswitch,lightswitch,
523348e8-7e6f-44bb-abef-97204a7813eb,icomm,icomm,
52cf03d1-c8d4-4b76-af67-11bad412d964,test-studio,test-studio,Test Studio is an automated testing solution from Telerik.
52f106ac-d04c-4b52-892b-363a3b68142a,ncrunch,ncrunch,
52f891b2-7263-45c1-9de2-2ee4ade36c90,python,python,"Python is a dynamic, memory managed scripting language. It is used to write web applications, to build scientific and geographic information systems, and for everyday scripting."
5324282b-7ffc-4992-add5-ca46e1494797,220-701,220-701,"CompTIA's 220-701 exam. This exam is focused on fundamental IT skills including hardware, networking, and operational procedures. Passing this exam give you credit towards the CompTIA A+ Certification (2009 Objectives)."
53319482-c2fd-4f26-884a-5649f89b8a1d,hyper-v-r2,hyper-v-r2,
53652661-c50a-4ebc-a7c9-781a8687eef8,jabber,jabber,
5434c2c0-9725-4401-bffe-517a4b11e43f,crowdfunding,crowdfunding,
546e2817-35cc-47bd-9338-a9eea6b28056,windows-server-2008,windows-server-2008,"Windows Server is Microsoft's enterprise operating system focused on providing enterprise-class datacenter, hybrid cloud solutions, virtualization, management, storage, networking, VDI, remote access, web, and more.  This tag is associated with courses that specifically focus on Windows Server 2008."
547657c8-1c49-4f25-bb44-5e04c7050df6,vlan,vlan,
549baac9-d26c-43bb-8637-e41308ee6d9e,release-management,release-management,
54e82215-8cd0-42d0-a938-f5f026a46265,70-462,70-462,"Microsoft's 70-462 Administering Microsoft SQL Server 2012 Databases exam. Passing this exam gives you credit towards the MCSA: SQL Server, the MCSE:Data Platform and the MCSE: Business Intelligence certifications."
55491b20-93ea-4e45-a12b-2f1bbf9410d9,outlook-2010,outlook-2010,Microsoft Outlook is an email application from Microsoft that is part of the Microsoft Office product line. This tag is associated with courses that specifically focus on Outlook  2010.
554de0f7-113a-4a4d-be96-43fc324bd5e9,nhibernate,nhibernate,
5588a265-3e6e-41af-ac06-37ac3e2210ae,spring-mvc,spring-mvc,
55c53aab-6ee1-4f1a-939a-513b0638e894,cuwss,cuwss,
566c54e8-3ab5-47ab-a00d-48dccfcefb58,gps,gps,
56dcf1bf-a4f2-44df-847d-d84c37d0628d,service-stack,service-stack,
571f3b2a-248a-495f-8eed-dc3d6b202aaf,powershell-v4,powershell-v4,Windows PowerShell is a scripting framework created to offer increased task automation and configuration management to administrative tasks. This tag is associated with courses that specifically focus on version 4 of PowerShell.
57354041-76be-4ddb-88d0-64792596d904,prototype.js,prototype.js,Prototype.js is a JavaScript framework for manipulating web documents consistently across web browser brands and versions.
576680e2-e248-46d5-b8f9-69bcff0d1ce2,entity-data-models,entity-data-models,
576b95b7-4216-4556-b321-66fb61f37b99,xendesktop-5.6,"xendesktop-5.6,xendesktop-56",
5775adcd-33d5-49ae-81d1-77814b3010b6,css-3,css-3,"CSS 3 is a version of the web browser stylesheet specification format. It was widely supported starting in 2011. It has features for basic graphics rendering, custom typography, and detailed selectors."
57a10178-2f22-476f-9aa6-e024ea0d7a23,access-2013,access-2013,Microsoft Access is a desktop database application from Microsoft that is part of the Microsoft Office product line.  This tag is associated with courses that focus on the 2013 version of the product.
57afa3b4-f307-4569-9678-72b66f6678fb,98-365,98-365,Microsoft's 98-365 Windows Server Administration Fundamentals exam. Passing this exam awards you the MTA: Windows Server Administration Fundamentals certification.
5816194e-c0c9-4d06-8925-96f3a30b0182,linux,linux,"Linux is a modern, widely used, Unix-based operating system that can be used on desktop computers, servers, handheld devices, embedded devices, and more."
58656460-99c1-4061-a8f5-d3f90ee38888,distributed-computing,distributed-computing,
588480e9-a8de-4a53-b994-f63555a22738,unified-messaging,unified-messaging,"Unified Messaging (UM) in the integration of email, voicemail, video messaging and other communication methods into a single infrastructure."
589bb1e6-ac85-423c-89cb-f7f5578580db,tfs-2012,tfs-2012,
58ebf693-b104-4c31-a515-8a0991e0f5ef,consulting,consulting,
59eabab5-c4f7-4976-8155-53d99b5aad8c,blend,blend,Microsoft Blend for Visual Studio (formerly Microsoft Expression Blend) is a collection of user interface design tools for creating graphical user interfaces for web and desktop applications.
5a03116e-8674-47e5-ae6e-85aaa253c6e4,entity-framework-6,entity-framework-6,
5ade9d2b-8749-4477-8ad8-aed7cc125765,restore,restore,
5aeddd63-e7d4-408e-ab80-0af8cb687752,xmpp,xmpp,
5af3a3a3-4f8c-46d7-9793-47f143fdfa81,troubleshooting,troubleshooting,Troubleshooting is the process of problem solving in this case as applied to a technology failure.
5b28c740-233b-4b36-8428-168358991c98,monotouch,monotouch,
5b2de979-529b-46da-a09e-08e97ae32e9d,active directory,active directory,
5b579a7c-e4b4-4459-b65a-cf0babab81ac,smoke-test,smoke-test,
5bd614e7-37e2-4509-b60d-de218e9dac60,riak,riak,Riak is a distributed key-value database optimized for quick retrieval and data integrity.
5be7f81e-682f-43d7-9cc9-ee017b085d52,quality-assurance,quality-assurance,
5c1ff963-de26-43cf-afd8-29c42be5fb92,powerpoint,powerpoint,PowerPoint is Microsoft�s presentation software.
5c368204-536b-4080-afe1-16b298b2649d,communication,communication,"This tag is associated with courses relating to topics such as public speaking, technical presentation design & delivery, and other forms of electronic and in-person communication."
5c38e6eb-9eea-4600-b961-9b511928561e,html5,html5,"HTML5 is the file format used by web browsers to define documents and client-side applications. It can specify a document's text in addition to audio, video, input forms, styling, scripting, and storage."
5ce85abc-9c99-4716-9640-113a1926d937,avd,avd,
5d2eb8dc-8461-4e4e-99a7-b81119a663c6,comptia-ceu-a,comptia-ceu-a,
5d6d453c-e0b1-475f-80e3-4b778a094119,object-oriented-design,object-oriented-design,
5d906e31-8cfc-4187-ad70-820f693b7749,risk,"risk,risk-management",
5da206e9-bf44-4c98-881e-9ba125ec9f88,extensibility,extensibility,
5dd342b6-2eb6-401f-8497-98b28609710a,best-practice,best-practice,
5e1054c2-f9c9-476f-904a-914ba0ffe37b,physical-security,physical-security,
5e1a8fdc-fa82-4dbb-9712-1183387dd435,ccsa,ccsa,
5e89bb3e-821d-4ed8-a8b2-8cf93a3df5d9,wf,wf,"Windows Workflow Foundation (WF) is a .NET-based application development framework from Microsoft that models applications as a set of composable activities that perform data input, data processing, flow control and output."
5f3cf828-96e8-4e51-afbd-c807c8bd97cb,ajax,ajax,"Ajax refers to network communication between web browser-based JavaScript clients and web-based servers. It stands for Asynchronous JavaScript and XML but works with many data formats, not only XML."
5f6f95e3-98e4-4137-ad04-feeb0c91e585,word-2007,word-2007,Microsoft Word is a word processing application from Microsoft that is part of the Microsoft Office product line.  This tag is associated with courses that focus on the 2007 version of the product.
5fb27dc5-8ab2-43bc-b67d-84d065f572af,bapi,bapi,
5fb468b1-7c13-4585-8de0-6e492e668ce5,visual-studio,visual-studio,"Visual Studio is an integrated development environment (IDE) from Microsoft that supports both native (Windows) and managed (.NET) application development targeting Microsoft's desktop, mobile and server platforms."
5fd1330c-1437-4fe0-a034-9ab3de756a31,selenium,selenium,
5fd6a5a1-9b9c-43c2-8440-aa6d0eeb459f,web-api,web-api,
5fd9f199-289d-4f79-846f-688ceed9f5c0,vagrant,vagrant,
6021744b-a3af-48a1-8eba-0be955d1dac6,jax-ws,jax-ws,
6027ce8b-93b0-471b-8a98-9b7c623a9371,asp.net-web-api,"asp.net-web-api,aspdotnet-web-api","ASP.NET Web API is a Microsoft framework for building RESTful services on the .NET Framework that target a broad range of clients, including browsers and mobile devices."
6043a590-0913-4945-8fed-77020fa71f85,open-source,open-source,Open Source is a philosophy centered around making the original source code of applications available to developers and end users. It may be free of charge or commercial. The accompanying license may specify restrictions on how the code may be used or modified.
6044dd9e-0f6f-47be-b22e-6933ead66813,ccie-security,ccie-security,
60c77fce-33e3-4576-b56e-c0c5f7196342,msdn-ultimate,msdn-ultimate,
60d315d2-b8f9-4740-b9b1-49382a378007,mocks,mocks,Mocks are special case objects that mimic real objects in the context of an automated testing environment.  Mocks perform behavior verification by testing whether the system under test (SUT) makes expected calls and passes expected data.
6108dd9e-fc83-4b81-870f-6239fa381a11,issue-tracking,"issue-tracking,issue",
610b1557-c305-4f4d-ad72-b2724f67a75b,load-balancing,load-balancing,
612e13da-bd3b-412b-bce5-1d2161f27d76,awk,awk,
613b75b5-f315-4c22-8a56-c89357adf8ab,640-554,640-554,Cisco's 640-554 Implementing Cisco IOS Network Security (IINS) exam. Passing this exam gives you the CCNA Security certification (assuming you possess the appropriate pre-requisites.)
615d15cd-5de7-454a-8afc-53a60ba8be62,databases,databases,Databases are software for reliably storing information of all kinds with quick retrieval by third-party applications.
6181059e-482b-4ed2-9d09-b8bafacc6a42,numerical-analysis,numerical-analysis,
618624b5-e156-41f5-8ca9-a6d15796a8c3,lx0-101,lx0-101,
61b150b2-941d-4af8-815a-08091a74de29,zend,zend,
627dfc93-2ea5-4eb9-bc45-ca6ad5da2608,ruby-on-rails-3,ruby-on-rails-3,
628a68a8-f526-4c3f-b69d-370709078ad9,mcse,mcse,The Microsoft Certified Solutions Expert (MCSE) certification is a professional level certification focused on Microsoft technologies. It was formerly know as the Microsoft Certified Systems Engineer.
